region,altitude,surface,parcelle_active,plante_reference,climat,typo_pays_principale,typo_pays_secondaire,bassin_prod_principal,bassin_prod_secondaire,topographie,plan_eau,exposition,orientation_vent,enclave,corridor,drain,biogeoregions,seqnum,hex_area,CLC,CHELSA_tas,CHELSA_spi12
BOURGOGNE-FRANCHE-COMTE,209,11,1,Mais,Semi-continental nord,Paysage mixte,"Milieux aquatiques, zones humides",Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,0,1,,1090474,95977942.6479565,21,7.27228725961892,-272.649099878518
NOUVELLE-AQUITAINE,10,0.05,0,Salade,Oceanique,Paysage mixte,"Batis, milieu urbain",Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Ouest,0,0,0,,1069269,95977941.8908912,1,9.37848313247101,-272.856895350203
NORMANDIE,171,6.37,1,Ble,Oceanique,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,627668,95977942.1694225,21,6.92836726060388,-272.86367744312
HAUTS-DE-FRANCE,83,7.42,1,Ble,Oceanique a semi-oceanique nord,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Semi ombrage,Nord-Ouest,0,0,0,,1064960,95977942.334875,21,6.27298370997111,-273.417424695245
NORMANDIE,90,5.5,0,Ble,Oceanique a semi-oceanique nord,Open field,,,,Plaine,0,Plein soleil,Nord-Ouest,0,0,0,,626931,95977942.2286699,21,7.28882095673505,-272.740704166188
HAUTS-DE-FRANCE,45,2.95,1,Mais,Oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Nord-Ouest,0,0,0,,1065685,95977942.3053174,21,6.63836422631907,-273.393665225007
OCCITANIE,,2.32,0,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Nord,0,1,0,,1099190,95977942.3645369,22,10.7100006964899,-274.683745156565
PAYS DE LOIRE,40,14,1,Salade,Oceanique a semi-oceanique nord,Paysage mixte,Bocage a dominante polyculture elevage,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,643706,95977942.0099248,21,8.48086992899577,-273.942100807473
HAUTS-DE-FRANCE,58,10.97,1,Ble,Oceanique,Open field,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1068603,95977942.3549017,21,6.74075050298878,-273.375838615991
GRAND-EST,330,7.23,1,Ble,Semi-oceanique a semi-continental,Open field,Zone forestiere,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,1,0,,1083923,95977942.6799337,21,6.01627104663285,-272.50278053058
GRAND-EST,237,2,1,Salade,Semi-continental nord,Bocage a dominante polyculture elevage,Zone forestiere,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Ouest,0,1,0,,1083925,95977942.7066859,21,6.03166057372234,-272.44787272617
NOUVELLE-AQUITAINE,23,6.3,0,Mais,Oceanique a semi oceanique sud,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,0,0,,1072921,95977941.9498327,24,9.05127605511125,-273.033498387428
NOUVELLE-AQUITAINE,119,6.25,0,Mais,Oceanique,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Nord-Ouest,0,0,0,,1072926,95977941.9813598,24,8.58439637445341,-272.704651656424
NORMANDIE,144,16,0,Ble,Oceanique,Paysage mixte,,,,Plateau,0,Semi ombrage,Sud-Ouest,0,1,0,,620375,95977942.2739705,21,6.59615703729483,-272.391843536196
PROVENCE-ALPES-COTE D'AZUR,289,6.22,1,Mais,"Mediterraneen, zone de l'olivier",Open field,"Batis, milieu suburbain",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord-Est,0,0,0,,1105030,95977942.5366543,3,7.94545416398482,-274.819542228401
PROVENCE-ALPES-COTE D'AZUR,288,11.81,1,Mais,"Mediterraneen, zone de l'olivier",Paysage mixte,"Batis, milieu suburbain",Zone de grandes cultures,Zone de grandes cultures,Plaine,1,Semi ombrage,Est,0,1,0,,1105759,95977942.5468422,3,8.79052480685166,-274.858039207708
BRETAGNE,115,11.2,1,Mais,Oceanique,Paysage mixte,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Haut de coteau,0,Plein soleil,Ouest,0,1,0,,630553,95977942.345913,21,8.63012141491993,-273.424761484904
OCCITANIE,123,10.5,1,Mais,Oceanique a semi oceanique sud,Bocage a dominante polyculture elevage,,,,Plateau,1,Plein soleil,,0,1,0,,1075096,95977941.8903387,21,9.07903460841025,-272.470453077747
GRAND-EST,235,5,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,"Milieux aquatiques, zones humides",Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,1086116,95977942.7991806,21,6.1417628512663,-272.448474659639
GRAND-EST,370,5,0,Ble,Semi-continental nord,Paysage mixte,Bocage a dominante polyculture elevage,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,1089027,95977942.7777358,21,5.79588057013119,-272.581583180147
NORMANDIE,144,13.55,1,Ble,Oceanique,Paysage mixte,Bocage a dominante polyculture elevage,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Semi ombrage,Nord-Ouest,0,1,0,,621101,95977942.2863836,21,7.11257564533524,-272.203743382504
PROVENCE-ALPES-COTE D'AZUR,54,0.25,1,Mais,"Mediterraneen, zone de l'olivier",Paysage mixte,Paysage mixte,Bassin arboricole,Bassin arboricole,Plaine,0,Semi ombrage,Nord,0,0,0,,1100651,95977942.416446,24,10.4855349691291,-274.797624889173
OCCITANIE,108,2.5,0,Vigne,"Mediterraneen, zone de l'olivier",Open field,,Bassin viticole,Bassin viticole,,0,,,0,0,0,,1094068,95977942.1275225,22,10.8357114172601,-273.832532412046
PROVENCE-ALPES-COTE D'AZUR,33,0.5,1,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,"Batis, milieu suburbain",Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Nord,0,1,0,,1100650,95977942.4044504,22,10.606857461867,-274.800782646229
PROVENCE-ALPES-COTE D'AZUR,19,0.98,0,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,"Batis, milieu rural",Zone maraichere,Zone maraichere,Plaine,1,Plein soleil,Nord,0,0,0,,1100650,95977942.4044504,22,10.606857461867,-274.800782646229
PROVENCE-ALPES-COTE D'AZUR,23,0.35,0,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,"Batis, milieu rural",Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Nord,0,1,0,,1100649,95977942.3925841,24,10.7453945561459,-274.795919317948
PROVENCE-ALPES-COTE D'AZUR,186,1,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Nord-Ouest,0,0,0,,1102110,95977942.4463763,22,9.62548334675451,-274.807352176789
NORMANDIE,108,11.71,0,Ble,Oceanique,Open field,,,,Autres,0,,,0,1,0,,620370,95977942.3103679,21,7.49104403622578,-271.823813201375
PROVENCE-ALPES-COTE D'AZUR,232,4.6,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,Nord,0,0,0,,1102839,95977942.4554327,3,8.58660105162976,-274.838885139017
GRAND-EST,232,0.71,1,Mais,Semi-continental nord,Open field,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Sud-Ouest,0,1,0,,1092689,95977943.1225974,21,6.08313699101293,-272.333484028661
GRAND-EST,180,1.04,1,Mais,Semi-continental nord,Paysage mixte,Bocage a dominante polyculture elevage,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,1094137,95977942.9831116,1,6.43214813868205,-272.808449518113
ILE-DE-FRANCE,81,3.31,1,Ble,Oceanique a semi-oceanique nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Sud-Ouest,0,1,0,,1064215,95977942.1879629,3,7.21923551333727,-272.834848076634
GRAND-EST,288,7,1,Mais,Semi-continental nord,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plaine,1,Plein soleil,Sud-Ouest,0,1,0,,1095591,95977942.9468129,21,6.08712514146359,-272.779819145888
GRAND-EST,219,0.21,1,Vigne,Semi-continental nord,Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,Sud-Ouest,0,1,0,,1094864,95977942.9649866,21,6.34518051721964,-272.766264766096
GRAND-EST,186,3.5,1,Salade,Semi-continental nord,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord,0,1,0,,1094866,95977942.9983636,21,6.5174800057009,-272.733976249235
AUVERGNE-RHONE-ALPES,155,6.4,1,Mais,Semi-continental sud,Open field,Paysage mixte,Bassin arboricole,Bassin arboricole,Plaine,0,Plein soleil,Nord,0,1,0,,1096283,95977942.4358845,1,8.56337616853653,-274.804009504379
AUVERGNE-RHONE-ALPES,288,2.2,1,Salade,Semi-continental sud,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,1,Plein soleil,Nord,0,1,0,,1092646,95977942.486687,21,7.73508663059021,-273.552047634717
GRAND-EST,147,5.06,1,Salade,Semi-continental nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord,0,1,0,,1093411,95977943.018013,21,6.49910861077393,-272.784910484179
AUVERGNE-RHONE-ALPES,275,6,0,Salade,Semi-continental sud,Open field,Paysage mixte,Zone maraichere,Zone maraichere,Bas de coteau,0,Plein soleil,Nord,0,1,0,,1092645,95977942.4745946,1,8.0689852267881,-273.71747038636
AUVERGNE-RHONE-ALPES,365,5.07,1,Mais,Semi-continental sud,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord,0,1,0,,1096289,95977942.5095512,21,6.58899457499666,-274.117925104105
ILE-DE-FRANCE,121,5.5,1,Ble,Oceanique a semi-oceanique nord,Open field,Zone forestiere,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,1,0,,1064214,95977942.1798864,21,7.27874209067065,-272.831672348662
NORMANDIE,145,3.7,0,Ble,Oceanique,Open field,,,,Plateau,0,Plein soleil,,0,0,0,,619644,95977942.2975189,21,6.89310580834575,-272.278964338631
OCCITANIE,195,2.06,1,Ble,Oceanique a semi oceanique sud,Open field,"Batis, milieu urbain",,,Plaine,0,Plein soleil,,0,0,0,,1084582,95977941.9951335,21,9.05657667862742,-272.703488801655
BOURGOGNE-FRANCHE-COMTE,304,13.06,0,Ble,Semi-continental nord,Paysage mixte,,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,,0,0,0,,1087552,95977942.529172,21,7.44637016238588,-273.020059851444
OCCITANIE,150,1.7,0,Vigne,Oceanique a semi oceanique sud,Open field,,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,,0,0,0,,1085318,95977942.0503187,21,8.99220674688166,-272.596747658469
OCCITANIE,110,11.4,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,,,,Bas de coteau,1,Plein soleil,,0,1,0,,1084587,95977942.0308168,21,9.19807605254344,-272.628398797451
OCCITANIE,265,3.83,1,Mais,Oceanique a semi oceanique sud,Open field,,,,Plateau,0,Plein soleil,,0,1,0,,1083850,95977941.9706336,21,8.81381657249049,-272.808156264456
GRAND-EST,335,12,1,Mais,Semi-continental nord,Paysage mixte,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1089758,95977942.8199081,3,5.85119776525897,-272.571019338277
GRAND-EST,284,13,1,Ble,Semi-continental nord,Paysage mixte,Bocage a dominante polyculture elevage,Zone de grandes cultures,Zone de grandes cultures,Plaine,1,Plein soleil,Sud-Ouest,0,1,0,,1085379,95977942.6761315,3,5.81450019644562,-272.770059980584
OCCITANIE,214,36,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,,,,Haut de coteau,0,Plein soleil,,0,1,0,,1084587,95977942.0308168,21,9.19807605254344,-272.628398797451
NORMANDIE,90,3.7,0,Ble,Oceanique a semi-oceanique nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,,0,1,0,,626202,95977942.2374267,21,7.68604332901711,-272.745929451876
OCCITANIE,350,2.5,1,Vigne,Semi-oceanique a semi-continental,Paysage mixte,,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,,0,1,0,,1086049,95977942.070498,21,8.77532485862831,-272.542011409611
OCCITANIE,194,20.09,1,Ble,Oceanique a semi oceanique sud,Open field,"Batis, milieu urbain",,,Plaine,0,Plein soleil,,0,1,0,,1083853,95977941.9909625,21,9.12986559682078,-272.616037740336
OCCITANIE,188,5.91,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,,,,Plateau,0,Plein soleil,,0,1,0,,1085317,95977942.0428198,21,9.04476954890232,-272.575682596444
NORMANDIE,100,6.83,0,Ble,Oceanique a semi-oceanique nord,Paysage mixte,,,,Bas de coteau,0,Plein soleil,,0,1,0,,1063490,95976576.964092,23,6.55058995929695,-272.736154048401
PAYS DE LOIRE,35,0.55,1,Vigne,Oceanique a semi-oceanique nord,Paysage mixte,Bocage a dominante polyculture elevage,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,1,0,,643699,95977942.0428563,22,8.94759669935847,-273.952172152967
BOURGOGNE-FRANCHE-COMTE,345,14.41,1,Vigne,Semi-continental sud,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,Ouest,0,1,0,,1087547,95977942.4694764,23,7.34878050699467,-273.19359718881
OCCITANIE,175,5.45,1,Vigne,Oceanique a semi oceanique sud,Open field,,Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,,0,0,0,,1077289,95977941.9360134,21,8.98121197208477,-273.139809578088
AUVERGNE-RHONE-ALPES,500,2,1,Ble,Montagnard,Bocage a dominante polyculture elevage,Information inconnue,Zone d'elevage,Zone d'elevage,Bas de coteau,0,Plein soleil,Est,0,1,0,,1083869,95977942.1106426,24,7.6082287377949,-272.233608197562
CENTRE-VAL DE LOIRE,167,31,1,Ble,Semi-oceanique,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1075139,95977942.1906519,21,8.09012700304573,-272.700928299515
BOURGOGNE-FRANCHE-COMTE,139,0.5,1,Vigne,Semi-continental nord,Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Sud-Ouest,0,1,0,,1078800,95977942.3770022,21,7.27155602335216,-272.306824278689
BOURGOGNE-FRANCHE-COMTE,154,1.52,1,Vigne,Semi-continental nord,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Sud-Ouest,0,1,0,,1078800,95977942.3770022,21,7.27155602335216,-272.306824278689
NOUVELLE-AQUITAINE,120,3.38,0,Ble,Oceanique a semi oceanique sud,Paysage mixte,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,1,0,,1075117,95977942.0212553,24,8.22770704888994,-272.764012622226
GRAND-EST,165,6.01,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,"Batis, milieu suburbain",Zone de polyculture-elevage,Zone de polyculture-elevage,Fond de vallee,1,Plein soleil,Ouest,0,0,0,,1083930,95977942.7755458,1,6.0143642480346,-272.629541857489
NORMANDIE,145,3,0,Ble,Oceanique,Open field,,,,Plateau,0,Plein soleil,,0,0,0,,619645,95977942.2902304,21,6.72660127438997,-272.361516227499
NOUVELLE-AQUITAINE,74,1.6,0,Vigne,Oceanique a semi oceanique sud,Paysage mixte,Information inconnue,Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,Ouest,0,1,0,,1072191,95977941.9398741,3,9.13974228883401,-273.017566583095
PROVENCE-ALPES-COTE D'AZUR,350,0.39,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Nord-Ouest,0,1,0,,1106486,95977942.5296245,3,8.59705890393725,-274.754510218801
GRAND-EST,290,51.5,1,Ble,Semi-oceanique a semi-continental,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,1,Plein soleil,Ouest,0,1,0,,1083929,95977942.7615562,3,5.68018077816484,-272.552070030799
GRAND-EST,220,14.7,1,Mais,Semi-oceanique a semi-continental,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,1,0,,1084659,95977942.7881166,1,6.0967830663536,-272.529706988418
NOUVELLE-AQUITAINE,80,1.5,0,Salade,Oceanique,Paysage mixte,Autres,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Ouest,0,1,0,,1074376,95977941.9392399,21,9.20541489959522,-273.170321130449
NOUVELLE-AQUITAINE,80,2.48,0,Ble,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Nord-Ouest,0,1,0,,1072195,95977941.9644745,3,8.6949351588382,-272.793097580536
GRAND-EST,351,12.72,1,Ble,Semi-oceanique a semi-continental,Open field,Zone forestiere,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,1,0,,1081734,95977942.6208216,21,5.71863762161435,-271.968581521299
NOUVELLE-AQUITAINE,41,3.07,1,Vigne,Oceanique a semi-oceanique nord,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Information inconnue,0,0,0,,1071463,95977941.9420546,3,9.12405190286757,-272.995696442037
GRAND-EST,220,12.3,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Fond de vallee,0,Plein soleil,Ouest,0,0,0,,1086844,95977942.7975063,21,6.13192331360047,-272.515241140343
OCCITANIE,180,12.9,1,Mais,Oceanique a semi oceanique sud,Open field,,,,Plaine,0,Plein soleil,,0,1,0,,1083852,95977941.9841093,21,9.03839051031297,-272.674971057523
GRAND-EST,73,0.77,1,Salade,Semi-oceanique a semi-continental,Paysage mixte,Open field,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Nord-Ouest,0,1,0,,1075165,95977942.4401585,3,6.53994022741826,-272.410356871475
ILE-DE-FRANCE,120,5.64,1,Mais,Oceanique a semi-oceanique nord,Open field,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Fond de vallee,0,Plein soleil,Nord-Ouest,0,1,0,,1064217,95977942.2043431,21,6.90407279480335,-272.908317920774
ILE-DE-FRANCE,112,6.8,1,Ble,Oceanique a semi-oceanique nord,Open field,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Fond de vallee,0,Plein soleil,Nord-Ouest,0,1,0,,1064945,95977942.2025355,21,7.07738038471767,-272.894882383801
GRAND-EST,230,0.21,1,Vigne,Semi-continental nord,Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,1,0,,1092682,95977943.0026137,3,5.49107122421265,-272.778154100691
NOUVELLE-AQUITAINE,141,7.36,1,Ble,Oceanique a semi oceanique sud,Paysage mixte,"Batis, milieu rural",Zone de polyculture-elevage,Zone de polyculture-elevage,Haut de coteau,0,Plein soleil,Ouest,0,1,0,,1066368,95977941.9625791,21,8.22390572921089,-273.437828300903
GRAND-EST,210,16,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1078816,95977942.5548529,21,6.38905554269193,-271.84484881339
GRAND-EST,235,0.59,1,Vigne,Semi-continental nord,Paysage mixte,Autres,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,Ouest,0,1,0,,1093410,95977943.0012303,3,6.14580678939819,-272.807364823575
GRAND-EST,350,5,1,Ble,Semi-continental nord,Open field,Zone forestiere,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Ouest,0,1,0,,1083915,95977942.5773112,21,6.25542059863906,-272.596504303346
ILE-DE-FRANCE,95,19.69,1,Ble,Oceanique a semi-oceanique nord,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,1065677,95977942.2343555,21,6.97312668982269,-273.000466760183
ILE-DE-FRANCE,165,13.1,1,Mais,Oceanique a semi-oceanique nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,1067860,95977942.220188,21,7.16726228169033,-272.497440156483
ILE-DE-FRANCE,137,3.68,1,Mais,Semi-oceanique,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,1072242,95977942.335763,21,6.97781474491548,-272.237398407163
GRAND-EST,258,0.39,1,Vigne,Semi-continental nord,Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,Ouest,0,0,0,,1094139,95977943.0166591,21,6.71448903676321,-272.760354849008
GRAND-EST,251,8.84,1,Mais,Semi-continental nord,Paysage mixte,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Ouest,0,1,0,,1091954,95977943.0039353,3,5.76046558868053,-272.687445884527
ILE-DE-FRANCE,156,26.78,1,Ble,Oceanique a semi-oceanique nord,Open field,"Batis, milieu suburbain",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,,1067129,95977942.1968887,3,7.16774712229622,-272.547689765163
GRAND-EST,157,1,1,Mais,Semi-continental nord,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,1091955,95977943.0205987,21,6.17188956751626,-272.606803578033
GRAND-EST,197,2.98,1,Mais,Semi-continental nord,Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,1094136,95977942.9665528,3,5.75722977626755,-272.831922783909
GRAND-EST,225,2.5,1,Mais,Semi-continental nord,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,1091226,95977943.005223,3,5.98892012327731,-272.522155578979
GRAND-EST,130,3.76,1,Ble,Semi-continental nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,,1075171,95977942.5061879,21,6.54006159654138,-272.671404922218
PAYS DE LOIRE,110,2.77,1,Vigne,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,Paysage mixte,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Sud-Ouest,0,1,0,,643705,95977942.0145344,21,8.34451298597382,-274.01548711265
NOUVELLE-AQUITAINE,100,0.5,0,Vigne,Oceanique a semi oceanique sud,Open field,Information inconnue,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Sud-Ouest,0,0,0,,1065645,95977941.9958663,21,8.35000038146973,-273.741420604565
HAUTS-DE-FRANCE,230,10,0,Mais,Oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Sud-Ouest,0,1,0,,1072246,95977942.3752334,21,6.64649441646554,-272.600525794671
CORSE,15,1.2,1,Ble,"Mediterraneen, zone de l'oranger",Paysage mixte,Bocage a dominante polyculture elevage,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Information inconnue,0,0,0,,1131291,95977943.4295215,5,12.7162121437691,-274.89621961439
CORSE,20,0.1,1,Ble,"Mediterraneen, zone de l'oranger",Paysage mixte,Paysage mixte,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Information inconnue,0,0,0,,1129107,95977943.4353886,3,11.3715681063583,-275.048496021944
GRAND-EST,143,8.72,1,Ble,Oceanique a semi-oceanique nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Nord-Est,0,1,0,,1078807,95977942.4517832,21,7.13452364149548,-272.109641120547
NORMANDIE,135,7,1,Ble,Oceanique,Open field,Bocage a dominante polyculture elevage,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,0,0,,621102,95977942.2791927,21,7.00144841354017,-272.334680810829
NORMANDIE,140,6.7,1,Ble,Oceanique,Open field,Bocage a dominante polyculture elevage,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,0,0,,621102,95977942.2791927,21,7.00144841354017,-272.334680810829
NORMANDIE,140,12,1,Ble,Oceanique,Open field,Bocage a dominante polyculture elevage,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,1,Semi ombrage,Ouest,0,0,0,,620372,95977942.2956134,21,7.05173838345302,-272.170347709876
NORMANDIE,200,4.11,1,Mais,Oceanique,Paysage mixte,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,631310,95977942.1477144,21,7.18711991509991,-272.774311179886
NORMANDIE,175,9.49,1,Ble,Oceanique,Bocage a dominante polyculture elevage,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,630580,95977942.1616058,3,6.54585612313987,-272.804910874226
NORMANDIE,150,10,1,Ble,Semi-oceanique,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,1063486,95976649.1569964,21,7.10291149449903,-272.843833745912
NORMANDIE,130,5,1,Ble,Semi-oceanique,Open field,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,624753,95977942.1955717,21,7.13246097062763,-272.739883155154
CENTRE-VAL DE LOIRE,44,1.59,1,Vigne,Semi-oceanique,Paysage mixte,"Batis, milieu rural",Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Ouest,0,1,0,,1063462,95977053.4642814,3,8.45060957931891,-273.382071146151
HAUTS-DE-FRANCE,,5.4,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Est,0,1,0,,1064221,95977942.237942,21,6.50607262043595,-272.902313408824
HAUTS-DE-FRANCE,140,6.5,1,Ble,Semi-oceanique a semi-continental,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Est,0,1,0,,1063491,95976558.6979842,21,6.42076213736283,-272.739123249612
NOUVELLE-AQUITAINE,127,0.46,0,Vigne,Oceanique a semi oceanique sud,Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,,1073650,95977941.9537798,22,9.0330169845677,-273.146605869509
